run,rope_length_m,quality_valid,segment,measured_velocity_blend,candidate,duration_s,positive_integral_j_kg,negative_integral_j_kg,net_integral_j_kg,net_mean_power_w_kg,power_rms_w_kg,positive_time_ratio,injection_bias,acceleration_rms_m_s2,power_band_energy_w2_s_kg2,power_band_rms_w_kg,power_band_fraction,acceleration_band_energy_m2_s3,acceleration_band_rms_m_s2,acceleration_band_fraction
L06_VALID,0.6,True,motion,0.25,velocity_candidate,24.716,0.09776203305004504,-0.05398281086617053,0.043779222183874505,0.0017712907502781398,0.010430623692087714,0.487012987012987,0.28850550077369863,0.07983870936640051,7.549834574210378e-05,0.0017477512630082151,0.10547558699374153,0.005736590247311984,0.015234837345627472,0.05816504861156931
L06_VALID,0.6,True,motion,0.25,nominal_candidate,24.716,0.10642104268893257,-0.06211131202764041,0.04430973066129216,0.0017927549223698072,0.012203564056592647,0.4801948051948052,0.26291527662928255,0.09043886499086337,4.273679000675689e-05,0.0013149579229630008,0.059499168161970616,0.005139507567632759,0.014420212545047389,0.046018277668506226
L06_VALID,0.6,True,motion,0.5,velocity_candidate,24.716,0.098862538577636,-0.07306409672589136,0.02579844185174464,0.001043795187398634,0.011515135939315151,0.4646103896103896,0.15005494527476126,0.08985603846220251,9.522514619132526e-05,0.001962848275578741,0.09774239093356425,0.011251010519431627,0.021335688993688373,0.08605361400533855
L06_VALID,0.6,True,motion,0.5,nominal_candidate,24.716,0.10688637008551433,-0.08055741975635201,0.026328950329162312,0.0010652593594903024,0.013145063965064438,0.41948051948051945,0.14046317752844345,0.0973444723807285,5.5695880007914156e-05,0.0015011443011835916,0.06168297203996335,0.010297564402188998,0.0204116524564711,0.07808994436225487
L06_VALID,0.6,True,motion,0.75,velocity_candidate,24.716,0.10249755540063317,-0.09467989388101838,0.007817661519614785,0.0003162996245191287,0.012834672761628337,0.43896103896103894,0.03964784790601438,0.10194562689383929,0.0001197337107408996,0.0022009953641874045,0.08985917517394684,0.01959992191284041,0.028160351881018994,0.11141682033489413
L06_VALID,0.6,True,motion,0.75,nominal_candidate,24.716,0.1107267193631084,-0.10237854936607597,0.008348169997032431,0.00033776379661079587,0.01431741812304587,0.38766233766233765,0.03917392585746597,0.10673152938639101,7.343673410942432e-05,0.001723723426604501,0.061848911058809616,0.018290112358034374,0.02720314355920889,0.11077873118615111
L06_VALID,0.6,True,motion,1.0,velocity_candidate,24.716,0.10733681744891552,-0.11749993626143057,-0.010163118812515054,-0.000411195938360376,0.014324430815829039,0.412012987012987,-0.04520221291581203,0.11545834355846177,0.00014902403939082682,0.002455495102426971,0.08323366586689747,0.03078332442753831,0.0352913820731063,0.13147437595566303
L06_VALID,0.6,True,motion,1.0,nominal_candidate,24.716,0.11565507935202901,-0.12528768968712642,-0.009632610335097408,-0.00038973176626870884,0.015668894054042877,0.3782467532467532,-0.03997883137772033,0.1180093533880366,9.595935231128736e-05,0.0019704007344981214,0.061060976839084756,0.029117151435168874,0.034323008614365935,0.13773826346511955
L06_VALID,0.6,True,motion_acceleration,0.0,velocity_candidate,3.967999999999975,0.030345144452208015,-0.002875059754691822,0.027470084697516193,0.006922904409656342,0.01316051443988162,0.6513026052104208,0.8269089655930127,0.08155319217239555,0.0,0.0,0.0,0.0,0.0,0.0
L06_VALID,0.6,True,motion_acceleration,0.0,nominal_candidate,3.967999999999975,0.03847005272415078,-0.003211779771802447,0.03525827295234833,0.008885653465813648,0.01696926071242888,0.6593186372745491,0.8458906636547581,0.10284050648545368,0.0,0.0,0.0,0.0,0.0,0.0
L06_VALID,0.6,True,motion_acceleration,0.25,velocity_candidate,3.967999999999975,0.03107006025434503,-0.0045643920212768896,0.02650566823306814,0.006679855905511166,0.013647061048871903,0.6112224448897795,0.7438214014924281,0.08954190418472367,0.0,0.0,0.0,0.0,0.0,0.0
