run,rope_length_m,quality_valid,action,component,duration_s,positive_integral_j_kg,negative_integral_j_kg,net_integral_j_kg,net_mean_power_w_kg,power_rms_w_kg,positive_time_ratio,injection_bias,acceleration_rms_m_s2,power_band_energy_w2_s_kg2,power_band_rms_w_kg,power_band_fraction,acceleration_band_energy_m2_s3,acceleration_band_rms_m_s2,acceleration_band_fraction
L08_VERTICAL_INVALID,0.8,False,action_02_north,position_feedback,6.059999999999995,0.009917457454923308,-0.01190319723821906,-0.0019857397832957514,-0.00032767983222702193,0.004683342395689248,0.5090655509065551,-0.09100275913901955,0.03767448106080826,4.668922024772082e-05,0.002775696631487841,0.45229860036125225,8.413694493852894e-05,0.0037261218865314396,0.03362782703724919
L08_VERTICAL_INVALID,0.8,False,action_02_north,velocity_error_combined,6.059999999999995,0.02621743585794679,-0.009439122011168378,0.016778313846778414,0.002768698654583899,0.011553383746376919,0.6192468619246861,0.47055338062542984,0.06438607817787542,3.114504648704653e-06,0.0007168993384725769,0.022757173014497718,0.0010477849819269293,0.013149213368075043,0.15568045441355027
L08_VERTICAL_INVALID,0.8,False,action_02_north,velocity_reference,6.059999999999995,0.20332605161974798,-0.18771952583514218,0.015606525784605807,0.002575334287888749,0.0849477957374314,0.4839609483960948,0.03990973606243157,0.619001795667061,0.02173134308199126,0.059883471939673937,0.5596938648607966,0.0001770661620290903,0.005405445274781883,0.004344944700519786
L08_VERTICAL_INVALID,0.8,False,action_02_north,velocity_state_feedback,6.059999999999995,0.19373711869405816,-0.19256532912611155,0.0011717895679466128,0.00019336461517270855,0.08043820921969977,0.49511854951185497,0.0030333475093383324,0.6171228125595233,0.021307147166058894,0.05929612875633847,0.5595622742038799,0.0012684600938501999,0.014467786533191597,0.0225127402270564
L08_VERTICAL_INVALID,0.8,False,action_02_north,velocity_tracking_actual,6.059999999999995,0.03653180017271022,-0.04580310950000048,-0.009271309327290263,-0.0015299190309059853,0.02273768733198038,0.3584379358437936,-0.11260483996575234,0.11875612087215108,3.352278331820009e-05,0.002351980533241271,0.05758111426561924,0.007258749148362846,0.034609440775877215,0.3227846773403653
L08_VERTICAL_INVALID,0.8,False,action_02_north,velocity_observer_estimation,6.059999999999995,0.042073926419610844,-0.016003444667754215,0.02607048175185663,0.00430205969502585,0.01525663228346253,0.7642956764295676,0.44889224948972173,0.08887996194986827,1.7069606481541405e-05,0.0016783225989448355,0.060613670734370566,0.007058752903081695,0.03412932331704642,0.3581158957973561
L08_VERTICAL_INVALID,0.8,False,action_02_north,z3_disturbance,6.059999999999995,0.011923579580045042,-0.01089970456608353,0.0010238750139615112,0.00016895627293094258,0.005205512464605385,0.5439330543933054,0.04486098527302379,0.04315360173358616,4.424886057113801e-05,0.0027021828534455478,0.5431556784516032,0.00016992951813621238,0.005295391827800476,0.1043488159163995
L08_VERTICAL_INVALID,0.8,False,action_03_hold,nominal_total,5.18,0.004509413364026807,-0.010223496162634543,-0.005714082798607736,-0.001103104787376011,0.006902298765494514,0.5618729096989966,-0.38784483053176083,0.06156653652250493,2.799637322840271e-06,0.0007351670052748831,0.18707636448030024,0.00015424222700188102,0.005456784007014098,0.031275142905698466
L08_VERTICAL_INVALID,0.8,False,action_03_hold,position_feedback,5.18,0.003211238015819618,-0.0034220163117136037,-0.00021077829589398554,-4.069079071312462e-05,0.0016103489346014548,0.479933110367893,-0.031776000962165714,0.02574929384519032,5.216024289422126e-06,0.001003471223318057,0.6744142581360364,1.929314120115463e-05,0.001929907933925226,0.1249096150838957
L08_VERTICAL_INVALID,0.8,False,action_03_hold,velocity_error_combined,5.18,0.0030074440709576826,-0.008510748642858742,-0.00550330457190106,-0.0010624140100195098,0.006115996500734266,0.4682274247491639,-0.4777923680074981,0.05463843979889403,4.220101913284091e-07,0.00028542801002196384,0.039137254546782324,0.0001134830429790633,0.004680590064834938,0.02601889596810292
L08_VERTICAL_INVALID,0.8,False,action_03_hold,velocity_reference,5.18,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan
