run,rope_length_m,quality_valid,segment,component,duration_s,positive_integral_j_kg,negative_integral_j_kg,net_integral_j_kg,net_mean_power_w_kg,power_rms_w_kg,positive_time_ratio,injection_bias,acceleration_rms_m_s2,power_band_energy_w2_s_kg2,power_band_rms_w_kg,power_band_fraction,acceleration_band_energy_m2_s3,acceleration_band_rms_m_s2,acceleration_band_fraction,swing_energy_start_mean_j_kg,swing_energy_end_mean_j_kg,swing_energy_delta_sum_j_kg,swing_energy_peak_j_kg,swing_energy_rms_j_kg
L06_VALID,0.6,True,hover,velocity_observer_estimation,20.724000000000004,0.06440391917141504,-0.004765166412692377,0.059638752758722664,0.002877762630704625,0.007091966686930555,0.6841698841698842,0.8622168741294668,0.05608706152165033,1.4700071412758162e-05,0.0008422149194271051,0.06830336382646406,0.004995740412896705,0.015526127204947372,0.12686781039902187,0.029941571592644323,0.0014070640609133989,-0.1141380301269237,0.056458182632923126,0.00983167790398647
L06_VALID,0.6,True,terminal_10s,nominal_total,10.215999999999994,0.009038433954972794,-0.013301236090752892,-0.0042628021357800985,-0.0004172672411687648,0.004987423284599162,0.4573218480814409,-0.19081759609944252,0.04904607139001751,9.579235761092051e-07,0.00030621396214683844,0.035704949440372204,0.0013306348593083255,0.011412715895612702,0.05875391515446787,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,position_feedback,10.215999999999994,0.005627515336673236,-0.009016565832659824,-0.003389050495986588,-0.00033173947689766936,0.0038631198606165944,0.5395458104933438,-0.23142800540356037,0.027311463746796605,7.415578902129445e-07,0.0002694213996412789,0.11607403235137778,8.808551746313588e-05,0.0029363769944403353,0.020674024207830977,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,velocity_error_combined,10.215999999999994,0.009741842368568548,-0.010615593905366042,-0.0008737515367974943,-8.552775418926144e-05,0.003960110353952097,0.5340642129992169,-0.042920509490491934,0.04459291665805417,7.071001782096446e-07,0.00026308738923497613,0.04240062393927478,0.000955171734249798,0.009669416979880156,0.05755419367292469,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,velocity_reference,10.215999999999994,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,velocity_state_feedback,10.215999999999994,0.009741842368568548,-0.010615593905366042,-0.0008737515367974943,-8.552775418926144e-05,0.003960110353952097,0.5340642129992169,-0.042920509490491934,0.04459291665805417,7.071001782096446e-07,0.00026308738923497613,0.04240062393927478,0.000955171734249798,0.009669416979880156,0.05755419367292469,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,acceleration_damping,10.215999999999994,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,z3_disturbance,10.215999999999994,0.005072415043926303,-0.004779819116147793,0.00029259592777850993,2.8640948294685798e-05,0.0017353092396037593,0.5340642129992169,0.029698434185034574,0.02318587924044296,5.733720223186883e-07,0.0002369069528296083,0.0948744875981459,0.00013861526638377883,0.0036835374517115473,0.03439698933555811,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,velocity_tracking_actual,10.215999999999994,0.006971930221702423,-0.027261969599280303,-0.02029003937757788,-0.0019861040894261837,0.008132275595824773,0.422866092404072,-0.592688518798015,0.0756306907985717,2.0031042397088554e-06,0.00044280379363581236,0.028332199892105555,0.001798806669922021,0.013269415784227303,0.04786602352604104,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L06_VALID,0.6,True,terminal_10s,velocity_observer_estimation,10.215999999999994,0.023324584226325336,-0.003908295907315034,0.0194162883190103,0.0019005763820487776,0.005847375794987027,0.6397807361002349,0.7129722682187276,0.054194664295236214,2.06984119727084e-06,0.0004501197523239229,0.04207087536639805,0.0009484969201854514,0.009635572431727375,0.07621484359342445,0.03553333133459091,0.0010119833750650287,-0.03452134795952588,0.044954340904951096,0.008973621674439014
L08_VALID,0.8,True,route,nominal_total,55.66400000000001,0.13973040874337983,-0.0855481263828122,0.05418228236056763,0.0009733810426948768,0.008693175689865931,0.5595512082853855,0.24051240536616983,0.05551868596848264,8.358600905753403e-05,0.0012254048337748034,0.09909792930174798,0.00775518332711986,0.011803446302815653,0.0885058421830205,0.016040756134316325,0.014254755418126782,-0.01607400644570589,0.07378111779689789,0.015565498441101095
L08_VALID,0.8,True,route,position_feedback,55.66400000000001,0.05346645061182159,-0.061191685157127536,-0.007725234545305944,-0.00013878331678115016,0.0036545190059803045,0.5431530494821634,-0.06737624411470708,0.028189864426136583,0.00019635863516408264,0.001878182530283195,0.3908791239612345,0.0007736206468247502,0.0037280078679592698,0.04605849039429742,0.016040756134316325,0.014254755418126782,-0.01607400644570589,0.07378111779689789,0.015565498441101095
