mode,attempt,window,direction,component,positive_integral,negative_integral,net_integral,mean_power,acceleration_band_055_075_energy,note
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,velocity_total,0.010203426259923968,-0.059025448223097625,-0.04882202196317366,-0.002902803154240077,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,nominal,0.005785471522696727,-0.06713387465754886,-0.06134840313485213,-0.0036457712818936242,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,z3,0.0179126769210416,-0.027854971484275643,-0.00994229456323404,-0.0005863226558925784,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,as,0.0,-0.09097355657575319,-0.09097355657575319,-0.0054240331528188105,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,pas,1.0001840491896551e-05,-0.0009417956429096955,-0.0009317938024177991,-6.175019773652421e-05,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,final,0.008683334885110153,-0.17268756181762568,-0.16400422693251548,-0.009765765218191363,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,position,0.005679742058219675,-0.0022065694553003623,0.0034731726029193126,0.0008413303174969947,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,tracking,0.024115481110406154,-0.018842046224366638,0.0052734348860395165,0.001208961234543073,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,velocity_total,0.024115481110406154,-0.018842046224366638,0.0052734348860395165,0.001208961234543073,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,nominal,0.0275663445820683,-0.018819736981357128,0.008746607600711172,0.002050291582878131,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,z3,0.006234562223449741,-0.005515258419312891,0.0007193038041368504,0.00019897657941480245,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,as,0.0,-0.08583005592341988,-0.08583005592341988,-0.021454606475379272,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,pas,1.895887242426481e-05,-0.026649752916127895,-0.02663079404370363,-0.006617990567520786,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_decel,all,final,0.12220836253790192,-0.09493697087466725,0.02727139166323468,0.006487579848575655,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,position,0.006692278923963615,-0.012886076513975097,-0.006193797590011481,-0.00030429251256585023,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,tracking,0.008712207053861682,-0.03979040394954797,-0.03107819689568629,-0.0015131068035180285,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,velocity_total,0.008712207053861682,-0.03979040394954797,-0.03107819689568629,-0.0015131068035180285,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,nominal,0.005072300014276133,-0.042344294228580964,-0.03727199421430483,-0.0018173993027913852,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,z3,0.006489647257984064,-0.006277860196496471,0.00021178706148759318,1.1417316757322514e-05,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,as,0.0,-0.06139298202105266,-0.06139298202105266,-0.0029890082685738607,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,pas,3.3861192787305336e-07,-0.00031980504660532663,-0.00031946643467745356,-1.5394488949376042e-05,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,normal_hover,all,final,0.003484238437538848,-0.10225689356787673,-0.09877265513033787,-0.0048103847164241475,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,position,0.002459885454114612,-0.002193651642174954,0.000266233811939658,2.4114926673684066e-05,2.0603429155307427e-06,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,tracking,0.002496549302831711,-0.008884975312775614,-0.006388426009943904,-0.0006358625519176712,1.9744312483853205e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,velocity_total,0.002496549302831711,-0.008884975312775614,-0.006388426009943904,-0.0006358625519176712,1.9744312483853205e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,nominal,0.0016354879145869757,-0.007757680141483366,-0.00612219222689639,-0.000611747628109191,2.4031917741983964e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,z3,0.0009341707413047515,-0.0013392932906079965,-0.00040512254930324504,-4.045575993524606e-05,4.288246834518065e-06,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,as,0.0,-0.00629865809579191,-0.00629865809579191,-0.0006419090711088312,2.4138347871787696e-07,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,pas,0.0,-0.00012549099227908628,-0.00012549099227908628,-1.2549099227908301e-05,2.3336102925566794e-12,
STD_L06_FULL_W10_OBS_DECOUPLE,1,final_10s,all,final,0.0011310212349420435,-0.014082485283807384,-0.012951464048865338,-0.00130666157672405,4.039089123324269e-05,
STD_L06_PID_AS,1,route,all,nominal,0.0,0.0,0.0,0.0,,
STD_L06_PID_AS,1,route,all,as,0.0,-0.2541532421268763,-0.2541532421268763,-0.003931852042366214,,
STD_L06_PID_AS,1,route,all,final,0.24821328204209542,-0.386057525100725,-0.13784424305862958,-0.00214776518355661,,
STD_L06_PID_AS,1,route,all,pas,,,0.0,,,net exact by linearity; positive/negative split unavailable in legacy aggregate
STD_L06_PID_AS_PAS,1,route,all,nominal,0.0,0.0,0.0,0.0,,
STD_L06_PID_AS_PAS,1,route,all,as,0.0,-0.22755435628181672,-0.22755435628181672,-0.0033303946559423074,,
STD_L06_PID_AS_PAS,1,route,all,final,0.20752812135420778,-0.34022947335293824,-0.13270135199873045,-0.002024563579014976,,
STD_L06_PID_AS_PAS,1,route,all,pas,,,-0.18354196410559928,,,net exact by linearity; positive/negative split unavailable in legacy aggregate
STD_L06_PID_AS_PAS,2,route,all,nominal,0.0,0.0,0.0,0.0,,
STD_L06_PID_AS_PAS,2,route,all,as,0.0,-0.23636965647498231,-0.23636965647498231,-0.0037097383288209633,,
STD_L06_PID_AS_PAS,2,route,all,final,0.21606478934238565,-0.3689240299623228,-0.15285924061993716,-0.0022891219720834167,,
STD_L06_PID_AS_PAS,2,route,all,pas,,,-0.16866738178294177,,,net exact by linearity; positive/negative split unavailable in legacy aggregate
